kp_0_x,kp_0_y,kp_0_z,kp_1_x,kp_1_y,kp_1_z,kp_2_x,kp_2_y,kp_2_z,kp_3_x,kp_3_y,kp_3_z,kp_4_x,kp_4_y,kp_4_z,kp_5_x,kp_5_y,kp_5_z,kp_6_x,kp_6_y,kp_6_z,kp_7_x,kp_7_y,kp_7_z,kp_8_x,kp_8_y,kp_8_z,kp_9_x,kp_9_y,kp_9_z,kp_10_x,kp_10_y,kp_10_z,kp_11_x,kp_11_y,kp_11_z,kp_12_x,kp_12_y,kp_12_z,kp_13_x,kp_13_y,kp_13_z,kp_14_x,kp_14_y,kp_14_z,kp_15_x,kp_15_y,kp_15_z,kp_16_x,kp_16_y,kp_16_z,kp_17_x,kp_17_y,kp_17_z,kp_18_x,kp_18_y,kp_18_z,kp_19_x,kp_19_y,kp_19_z,kp_20_x,kp_20_y,kp_20_z,kp_21_x,kp_21_y,kp_21_z,kp_22_x,kp_22_y,kp_22_z,kp_23_x,kp_23_y,kp_23_z,kp_24_x,kp_24_y,kp_24_z
337.1938781738281,106.2178955078125,1.752000093460083,329.4403381347656,183.29617309570312,1.7570000886917114,269.37066650390625,183.21107482910156,1.8000000715255737,238.02279663085938,268.0835266113281,1.746000051498413,217.1715087890625,350.3371276855469,1.6120001077651978,392.1032409667969,188.4351043701172,1.7850000858306885,419.4728698730469,275.9190979003906,1.727000117301941,431.1802673339844,362.04388427734375,1.565000057220459,329.4441833496094,365.9493713378906,1.5260000228881836,287.5968017578125,364.6488952636719,1.5540000200271606,277.2157287597656,476.92449951171875,1.468000054359436,0.0,0.0,0.0,372.4565734863281,369.8536071777344,1.5630000829696655,0.0,0.0,0.0,0.0,0.0,0.0,326.7993469238281,97.0335922241211,1.7680001258850098,348.9365234375,98.34642791748047,1.7910001277923584,308.5862731933594,107.54246520996094,1.8290001153945923,362.06512451171875,110.1159896850586,1.8450000286102295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338.5499572753906,103.62354278564453,1.746000051498413,330.7452087402344,183.2771453857422,1.749000072479248,270.6669006347656,183.18280029296875,1.783000111579895,239.33299255371094,268.07904052734375,1.7440000772476196,219.77105712890625,350.3432922363281,1.5940001010894775,394.67926025390625,188.43016052246094,1.7680001258850098,422.005615234375,275.93267822265625,1.725000023841858,431.1896057128906,363.3369445800781,1.571000099182129,329.429931640625,368.56781005859375,1.5160000324249268,286.32568359375,367.2489929199219,1.5410001277923584,277.255859375,476.92376708984375,1.4600000381469727,0.0,0.0,0.0,372.47161865234375,372.465576171875,1.5520000457763672,0.0,0.0,0.0,0.0,0.0,0.0,328.0986633300781,95.760498046875,1.7600001096725464,349.0328674316406,97.0657958984375,1.783000111579895,311.1174011230469,107.51007080078125,1.8170000314712524,364.6489562988281,108.87434387207031,1.8320001363754272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338.59033203125,102.32703399658203,1.7410000562667847,333.3057861328125,183.2789764404297,1.746000051498413,271.98956298828125,181.9471893310547,1.78000009059906,240.625732421875,268.0462951660156,1.727000117301941,221.0803680419922,350.3363952636719,1.6100001335144043,395.9724426269531,189.72372436523438,1.7630001306533813,422.00537109375,275.9399719238281,1.7220001220703125,431.17816162109375,365.931884765625,1.5760000944137573,328.1405029296875,369.8659973144531,1.5140000581741333,286.3125,369.8406066894531,1.537000060081482,278.5461730957031,476.9222717285156,1.4540001153945923,0.0,0.0,0.0,371.1513366699219,372.468017578125,1.5500000715255737,0.0,0.0,0.0,0.0,0.0,0.0,328.11273193359375,94.47160339355469,1.7630001306533813,350.26251220703125,95.78306579589844,1.7680001258850098,311.1312561035156,107.49768829345703,1.8060001134872437,365.9383239746094,108.83527374267578,1.8230000734329224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339.7901306152344,102.31680297851562,1.7440000772476196,332.0355529785156,183.2584228515625,1.746000051498413,271.99200439453125,181.94349670410156,1.7710000276565552,241.92947387695312,266.744140625,1.7350001335144043,221.06942749023438,351.5925598144531,1.5980000495910645,395.9570617675781,187.13705444335938,1.7660000324249268,422.0052795410156,275.8872985839844,1.7220001220703125,432.4470520019531,364.661376953125,1.5670000314712524,328.143798828125,368.572998046875,1.5100001096725464,286.3053894042969,365.94140625,1.537000060081482,281.11651611328125,476.92181396484375,1.4490001201629639,0.0,0.0,0.0,371.17132568359375,372.47064208984375,1.5470000505447388,371.16363525390625,476.91278076171875,1.468000054359436,0.0,0.0,0.0,328.1198425292969,93.16477966308594,1.755000114440918,350.2951354980469,95.74957275390625,1.7660000324249268,311.1622619628906,106.20863342285156,1.8060001134872437,367.24871826171875,108.79732513427734,1.8230000734329224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339.7905578613281,102.28828430175781,1.7380000352859497,332.0364990234375,183.24685668945312,1.7440000772476196,271.9864807128906,181.92530822753906,1.7660000324249268,239.35626220703125,269.3565673828125,1.7330000400543213,221.08470153808594,351.58447265625,1.592000126838684,394.69146728515625,187.1292724609375,1.7600001096725464,422.0132141113281,275.8986511230469,1.717000126838684,432.4920654296875,363.3403015136719,1.565000057220459,329.4112243652344,368.541259765625,1.5120000839233398,286.3170166015625,364.6326599121094,1.5350000858306885,277.19805908203125,476.92205810546875,1.4530000686645508,0.0,0.0,0.0,372.4939880371094,371.1689758300781,1.5430001020431519,371.1826477050781,476.9126281738281,1.4720001220703125,0.0,0.0,0.0,328.1278381347656,93.15424346923828,1.752000093460083,350.2945556640625,94.48680877685547,1.7680001258850098,311.1682434082031,106.23194122314453,1.815000057220459,367.2303161621094,108.79659271240234,1.8320001363754272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338.5965576171875,102.28524017333984,1.7330000400543213,333.3283386230469,183.26075744628906,1.746000051498413,271.985595703125,181.94590759277344,1.7660000324249268,241.9652862548828,268.04962158203125,1.727000117301941,222.33946228027344,351.6026611328125,1.6030000448226929,397.2715148925781,187.14572143554688,1.7570000886917114,422.0368957519531,275.9071350097656,1.7190001010894775,432.48388671875,365.9251403808594,1.5630000829696655,329.42291259765625,369.865478515625,1.5080000162124634,286.33740234375,369.83795166015625,1.5220000743865967,277.2366027832031,476.92242431640625,1.4510000944137573,0.0,0.0,0.0,373.7689208984375,372.4634704589844,1.5450000762939453,371.17266845703125,476.9118347167969,1.4700000286102295,0.0,0.0,0.0,328.12457275390625,93.1538314819336,1.752000093460083,350.2767028808594,94.48038482666016,1.7710000276565552,312.4203186035156,106.228515625,1.8060001134872437,367.2530212402344,108.7857894897461,1.8260000944137573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339.8028259277344,101.02796173095703,1.7410000562667847,333.34051513671875,183.2883758544922,1.7440000772476196,273.2853088378906,181.96734619140625,1.7740000486373901,241.9748992919922,268.0859069824219,1.7350001335144043,222.34170532226562,351.5716552734375,1.5890001058578491,397.263671875,188.424072265625,1.7570000886917114,422.0477294921875,275.931884765625,1.7140001058578491,432.4638366699219,367.2359313964844,1.5500000715255737,329.4281311035156,367.25567626953125,1.5080000162124634,286.33209228515625,364.6327819824219,1.5320000648498535,277.22845458984375,476.92181396484375,1.4530000686645508,0.0,0.0,0.0,372.5130615234375,371.1552429199219,1.537000060081482,371.2032775878906,476.9117126464844,1.4640001058578491,0.0,0.0,0.0,328.1491394042969,93.14346313476562,1.752000093460083,350.30328369140625,94.46797943115234,1.7680001258850098,312.4399108886719,106.23434448242188,1.8030000925064087,367.26666259765625,108.79210662841797,1.8320001363754272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339.8089294433594,101.04393005371094,1.7330000400543213,334.64483642578125,183.28562927246094,1.7410000562667847,273.26019287109375,181.96868896484375,1.7660000324249268,243.2328643798828,269.3828125,1.7330000400543213,222.38417053222656,351.63116455078125,1.5980000495910645,398.5830993652344,187.1345977783203,1.7630001306533813,422.0622253417969,275.9350891113281,1.7190001010894775,432.4589538574219,367.23089599609375,1.5540000200271606,329.4311828613281,368.5582275390625,1.5100001096725464,286.3253479003906,367.24053955078125,1.5240000486373901,277.2315368652344,476.9216613769531,1.4510000944137573,0.0,0.0,0.0,373.79693603515625,371.1663818359375,1.537000060081482,372.47515869140625,476.912841796875,1.4780000448226929,0.0,0.0,0.0,329.34881591796875,91.88693237304688,1.749000072479248,350.3255615234375,94.47332763671875,1.7600001096725464,313.7222595214844,104.90168762207031,1.7970000505447388,368.5393371582031,108.78221893310547,1.8230000734329224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339.86224365234375,102.32119750976562,1.7330000400543213,337.1875,184.5420379638672,1.7380000352859497,274.550048828125,183.19808959960938,1.7600001096725464,243.2788543701172,269.37701416015625,1.727000117301941,223.61831665039062,351.59893798828125,1.5980000495910645,399.8822326660156,189.75575256347656,1.755000114440918,422.0777282714844,275.93426513671875,1.7110000848770142,432.48223876953125,367.23297119140625,1.5600000619888306,329.4281921386719,371.168212890625,1.5040000677108765,286.3078918457031,369.859619140625,1.5260000228881836,277.2422790527344,476.9228210449219,1.4470000267028809,0.0,0.0,0.0,373.7611999511719,375.0719299316406,1.5350000858306885,373.7951965332031,476.9137878417969,1.4640001058578491,0.0,0.0,0.0,329.3805236816406,93.15824890136719,1.755000114440918,351.5924377441406,94.48249816894531,1.7680001258850098,313.73541259765625,104.91036224365234,1.8060001134872437,369.8572692871094,107.5401840209961,1.8260000944137573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341.1523742675781,101.03404235839844,1.7380000352859497,338.47406005859375,184.51490783691406,1.7380000352859497,274.6086120605469,181.96734619140625,1.7630001306533813,243.2861328125,269.3630065917969,1.7440000772476196,223.6291961669922,351.5931091308594,1.592000126838684,401.1484680175781,188.42674255371094,1.7570000886917114,422.1002502441406,277.159912109375,1.7060000896453857,432.5489501953125,365.9378356933594,1.5600000619888306,330.73626708984375,368.5572814941406,1.50600004196167,287.63232421875,367.2451171875,1.5240000486373901,278.52630615234375,476.9231262207031,1.4530000686645508,0.0,0.0,0.0,376.3663330078125,371.1722717285156,1.5390000343322754,372.4729309082031,476.9135437011719,1.4620000123977661,0.0,0.0,0.0,329.4693603515625,91.85852813720703,1.749000072479248,354.2017822265625,94.44754791259766,1.7680001258850098,315.0345153808594,104.89440155029297,1.7940000295639038,369.9081726074219,108.79437255859375,1.8230000734329224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
