kp_0_x,kp_0_y,kp_0_z,kp_1_x,kp_1_y,kp_1_z,kp_2_x,kp_2_y,kp_2_z,kp_3_x,kp_3_y,kp_3_z,kp_4_x,kp_4_y,kp_4_z,kp_5_x,kp_5_y,kp_5_z,kp_6_x,kp_6_y,kp_6_z,kp_7_x,kp_7_y,kp_7_z,kp_8_x,kp_8_y,kp_8_z,kp_9_x,kp_9_y,kp_9_z,kp_10_x,kp_10_y,kp_10_z,kp_11_x,kp_11_y,kp_11_z,kp_12_x,kp_12_y,kp_12_z,kp_13_x,kp_13_y,kp_13_z,kp_14_x,kp_14_y,kp_14_z,kp_15_x,kp_15_y,kp_15_z,kp_16_x,kp_16_y,kp_16_z,kp_17_x,kp_17_y,kp_17_z,kp_18_x,kp_18_y,kp_18_z,kp_19_x,kp_19_y,kp_19_z,kp_20_x,kp_20_y,kp_20_z,kp_21_x,kp_21_y,kp_21_z,kp_22_x,kp_22_y,kp_22_z,kp_23_x,kp_23_y,kp_23_z,kp_24_x,kp_24_y,kp_24_z
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338.5499572753906,103.62354278564452,1.746000051498413,330.7452087402344,183.2789764404297,1.749000072479248,270.66690063476557,183.18280029296875,1.783000111579895,239.3329925537109,268.0790405273437,1.7440000772476196,219.77105712890625,350.3371276855469,1.6100001335144043,394.6792602539063,188.4351043701172,1.7680001258850098,422.00537109375,275.93267822265625,1.7250000238418581,431.1802673339844,363.3369445800781,1.5710000991821291,329.429931640625,368.56781005859375,1.5160000324249268,286.32568359375,367.2489929199219,1.5410001277923584,277.255859375,476.92376708984375,1.4600000381469729,0.0,0.0,0.0,372.4565734863281,372.465576171875,1.5520000457763672,0.0,0.0,0.0,0.0,0.0,0.0,328.0986633300781,95.760498046875,1.7630001306533811,349.0328674316406,97.0657958984375,1.783000111579895,311.1174011230469,107.51007080078124,1.8170000314712524,364.6489562988281,108.87434387207031,1.8320001363754272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338.59033203125,102.32703399658205,1.7440000772476196,332.0355529785156,183.2771453857422,1.746000051498413,271.98956298828125,181.9471893310547,1.78000009059906,240.625732421875,268.04629516601557,1.7350001335144043,221.0694274902344,350.3432922363281,1.5980000495910645,395.9570617675781,188.4301605224609,1.7660000324249268,422.00537109375,275.93267822265625,1.7220001220703125,431.1896057128906,364.661376953125,1.5710000991821291,328.143798828125,368.572998046875,1.5140000581741333,286.3125,367.2489929199219,1.537000060081482,278.54617309570307,476.9222717285156,1.4540001153945925,0.0,0.0,0.0,371.17132568359375,372.468017578125,1.5500000715255735,0.0,0.0,0.0,0.0,0.0,0.0,328.11273193359375,94.47160339355469,1.7600001096725464,350.26251220703125,95.78306579589844,1.7680001258850098,311.1312561035156,107.49768829345705,1.806000113487244,365.9383239746094,108.83527374267578,1.8230000734329224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339.7901306152344,102.31680297851562,1.741000056266785,332.0364990234375,183.2584228515625,1.746000051498413,271.98956298828125,181.9434967041016,1.7710000276565552,240.625732421875,268.04629516601557,1.7330000400543213,221.0803680419922,351.58447265625,1.5980000495910645,395.9570617675781,187.13705444335938,1.7630001306533811,422.00537109375,275.89865112304693,1.7220001220703125,432.4470520019531,364.661376953125,1.5670000314712524,328.143798828125,368.572998046875,1.5120000839233398,286.3125,365.94140625,1.537000060081482,278.54617309570307,476.9220581054688,1.4530000686645508,0.0,0.0,0.0,371.17132568359375,372.468017578125,1.5470000505447388,371.1636352539063,476.9126281738281,1.468000054359436,0.0,0.0,0.0,328.1198425292969,93.16477966308594,1.7550001144409182,350.2945556640625,95.74957275390624,1.7680001258850098,311.1622619628906,106.23194122314452,1.806000113487244,367.2303161621094,108.79732513427734,1.8230000734329224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339.7901306152344,102.2882843017578,1.7380000352859497,332.0364990234375,183.2584228515625,1.746000051498413,271.98648071289057,181.9434967041016,1.7660000324249268,241.92947387695312,268.04962158203125,1.7330000400543213,221.08470153808597,351.5925598144531,1.5980000495910645,395.9570617675781,187.13705444335938,1.7600001096725464,422.0132141113281,275.89865112304693,1.7190001010894775,432.48388671875,364.661376953125,1.565000057220459,329.4112243652344,368.572998046875,1.5100001096725464,286.3170166015625,365.94140625,1.5350000858306885,277.23660278320307,476.9220581054688,1.451000094413757,0.0,0.0,0.0,372.4939880371094,372.4634704589844,1.545000076293945,371.17266845703125,476.9126281738281,1.4700000286102295,0.0,0.0,0.0,328.12457275390625,93.15424346923828,1.752000093460083,350.2945556640625,94.48680877685548,1.7680001258850098,311.1682434082031,106.228515625,1.806000113487244,367.2487182617188,108.79659271240234,1.826000094413757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339.7905578613281,102.28524017333984,1.7380000352859497,333.3283386230469,183.26075744628903,1.7440000772476196,271.98648071289057,181.94590759277344,1.7660000324249268,241.9652862548828,268.08590698242193,1.7330000400543213,222.33946228027344,351.58447265625,1.592000126838684,397.263671875,187.14572143554688,1.7570000886917114,422.0368957519531,275.90713500976557,1.717000126838684,432.48388671875,365.9251403808594,1.5630000829696655,329.42291259765625,368.541259765625,1.5080000162124634,286.33209228515625,364.6327819824219,1.5320000648498535,277.2284545898437,476.9220581054688,1.4530000686645508,0.0,0.0,0.0,372.5130615234375,371.1689758300781,1.543000102043152,371.1826477050781,476.9118347167969,1.4700000286102295,0.0,0.0,0.0,328.1278381347656,93.1538314819336,1.752000093460083,350.2945556640625,94.48038482666016,1.7680001258850098,312.4203186035156,106.23194122314452,1.806000113487244,367.2530212402344,108.79210662841795,1.8320001363754272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339.8028259277344,101.04393005371094,1.7330000400543213,333.34051513671875,183.2856292724609,1.7440000772476196,273.2601928710937,181.96734619140625,1.7660000324249268,241.9748992919922,268.08590698242193,1.7330000400543213,222.3417053222656,351.6026611328125,1.5980000495910645,397.2715148925781,187.14572143554688,1.7570000886917114,422.0477294921875,275.931884765625,1.7190001010894775,432.4638366699219,367.23089599609375,1.5540000200271606,329.4281311035156,368.5582275390625,1.5080000162124634,286.33209228515625,367.24053955078125,1.52400004863739,277.23153686523443,476.92181396484375,1.451000094413757,0.0,0.0,0.0,373.7689208984375,371.1663818359375,1.537000060081482,371.2032775878906,476.9118347167969,1.4700000286102295,0.0,0.0,0.0,328.1491394042969,93.14346313476562,1.752000093460083,350.30328369140625,94.47332763671876,1.7680001258850098,312.4399108886719,106.228515625,1.8030000925064087,367.26666259765625,108.7857894897461,1.826000094413757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339.8089294433594,101.04393005371094,1.7330000400543213,334.64483642578125,183.2883758544922,1.741000056266785,273.28530883789057,181.96868896484372,1.7660000324249268,243.2328643798828,269.37701416015625,1.7330000400543213,222.38417053222656,351.59893798828125,1.5980000495910645,398.5830993652344,188.424072265625,1.7570000886917114,422.0622253417969,275.93426513671875,1.7140001058578491,432.4638366699219,367.2329711914063,1.5540000200271606,329.4281921386719,368.5582275390625,1.5080000162124634,286.3253479003906,367.24053955078125,1.5260000228881836,277.23153686523443,476.92181396484375,1.451000094413757,0.0,0.0,0.0,373.7611999511719,371.1663818359375,1.537000060081482,372.4751586914063,476.912841796875,1.4640001058578491,0.0,0.0,0.0,329.34881591796875,93.14346313476562,1.752000093460083,350.3255615234375,94.47332763671876,1.7680001258850098,313.7222595214844,104.91036224365234,1.8030000925064087,368.5393371582031,108.78221893310548,1.826000094413757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339.86224365234375,101.04393005371094,1.7330000400543213,337.1875,184.5149078369141,1.7380000352859497,274.550048828125,181.96868896484372,1.7630001306533811,243.2788543701172,269.37701416015625,1.7330000400543213,223.61831665039062,351.59893798828125,1.5980000495910645,399.8822326660156,188.4267425537109,1.7570000886917114,422.0777282714844,275.93508911132807,1.7110000848770142,432.48223876953125,367.23089599609375,1.5600000619888306,329.4311828613281,368.5582275390625,1.50600004196167,286.3253479003906,367.2451171875,1.52400004863739,277.24227905273443,476.9228210449219,1.451000094413757,0.0,0.0,0.0,373.79693603515625,371.1722717285156,1.537000060081482,372.4751586914063,476.9135437011719,1.4640001058578491,0.0,0.0,0.0,329.3805236816406,91.88693237304688,1.749000072479248,351.5924377441406,94.47332763671876,1.7680001258850098,313.73541259765625,104.90168762207031,1.7970000505447388,369.8572692871094,108.78221893310548,1.8230000734329224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
